item_sku_id,dc_id,dist_type,para1,para2
7,2,G,0.805870021,1.303991252
7,0,G,1.982805345,1.760901761
337,3,G,1.294203962,1.10008071
337,4,G,2.179302286,3.538685044
337,5,G,1.1492003,4.763813822
337,1,G,1.866421826,4.195465551
337,2,G,1.63350363,2.801506591
337,0,G,3.79432805,3.488704182
765,4,G,1.597736346,4.147817417
765,0,G,1.692518467,6.509204694
765,5,G,1.213279324,2.318970798
765,3,G,1.049138618,2.988731104
765,2,G,1.384365782,3.024085638
765,1,G,1.457691303,4.255626563
820,5,N,1,0.461280715
820,3,N,1,0.735827664
820,4,G,0.508270677,0.867014342
820,1,N,3,0.827102804
820,2,G,0.356859635,1.424858757
820,0,G,1.618163055,0.586561743
327,2,G,1.767610273,6.203913761
327,5,G,1.363402875,3.058150751
327,0,G,1.792258436,32.40868873
327,3,G,0.645753345,3.910817882
327,1,G,1.6384977,13.22004721
327,4,G,1.73459034,19.01489365
925,5,G,0.241736603,17.03773453
925,2,G,0.66428728,5.256047392
925,3,G,0.657303371,2.011299435
925,0,G,1.334710527,8.10180118
925,1,G,0.78936354,5.733003237
925,4,G,0.371399697,19.16707022
743,4,G,0.566371681,1.436440678
743,1,G,1.268179713,0.989005955
743,0,G,1.755188679,1.178105029
743,5,N,2,0.806640625
743,3,N,3,0.87768595
743,2,G,0.437322611,1.666535278
339,1,G,2.73369287,3.509253159
339,3,G,2.545658293,1.471431858
339,4,G,4.28287008,2.65543459
339,2,G,3.827913782,1.908372331
339,0,G,4.8697244,4.291475937
339,5,G,2.234012649,2.837487537
288,5,G,1.738223536,1.950169492
288,1,G,2.735036832,1.350956305
288,2,G,2.492211838,1.360169492
288,3,G,1.21702454,0.960943257
288,4,G,3.577062257,3.487380251
288,0,G,5.869370107,2.318846698
129,4,G,1.574375248,1.356470272
129,2,G,1.036306589,1.112163509
129,1,G,1.635048915,1.285401859
129,0,G,1.712401996,3.068343357
129,3,G,0.275700935,3.627118644
129,5,G,0.88225058,0.749239461
53,0,G,0.610859262,2.136473696
53,1,G,0.2725257,3.234028683
53,5,N,1,0.71682243
53,4,G,0.404175365,1.845146379
53,2,N,1,0.314223058
53,3,N,1,0.47275641
941,5,G,2.20843455,2.908725012
941,0,G,4.074002332,3.777570373
941,1,G,2.413624698,2.492910002
941,4,G,1.847182983,4.954865035
941,2,G,2.35110658,2.018523002
941,3,G,1.001597594,2.470629208
713,1,G,0.229166667,0.813559322
713,2,N,1,0.812672176
713,5,N,6,0.970394737
713,0,G,0.268484531,2.020127119
713,3,N,1,0.760309278
713,4,N,1,0.700990099
553,4,G,0.352653272,1.778286761
553,2,N,1,0.711251435
553,3,N,3,0.934859155
553,0,G,1.186358754,1.342949874
553,1,G,0.332648871,0.917137476
553,5,N,1,0.583713851
334,4,G,0.392361737,2.851052902
334,0,G,0.715846219,4.119812975
334,2,G,0.335289187,2.022033898
334,3,N,1,0.640608035
334,5,N,1,0.283529926
334,1,G,0.494984655,3.937803979
840,0,G,0.720104476,2.377244504
840,5,N,1,0.649
840,3,N,1,0.417671736
840,2,G,0.407791858,2.285978428
840,4,N,9,0.956981664
840,1,G,0.340909091,1.491525424
905,5,N,1,0.33480454
905,4,N,1,0.428701181
905,3,N,1,0.456353591
905,2,N,1,0.245087075
905,1,N,1,0.323334295
905,0,N,1,0.481454006
540,1,G,0.418597914,3.441674975
540,5,N,4,0.881084071
540,4,G,0.40107114,2.66236212
540,0,G,0.376936654,2.78786222
540,2,G,0.421063284,3.180004291
540,3,G,0.275312856,2.708782743
585,4,N,3,0.934859155
585,0,N,1,0.461194863
585,3,N,1,0.575208914
585,5,N,1,0.34502924
585,1,N,1,0.494019139
585,2,N,1,0.448669202
50,0,G,2.650579967,11.84902174
50,4,G,3.13816032,3.661866907
50,3,G,1.796416498,1.537901633
50,2,G,1.77812657,3.402934055
50,1,G,2.793067179,5.637445038
50,5,G,1.381837537,2.759774011
23,1,G,2.4870291,1.431154157
23,5,G,0.848081441,2.278322926
23,2,G,0.935553705,1.920370963
23,0,G,3.85978951,2.265865195
23,4,G,1.545475746,1.546339704
23,3,G,0.747926189,2.130183916
660,3,G,0.622092354,4.005073216
660,4,G,1.654299334,10.22502632
660,0,G,1.849137418,18.62526692
660,5,G,1.377844663,1.685265372
660,2,G,1.455760632,3.527773116
660,1,G,2.162538706,7.892481443
745,4,G,0.194012683,6.901523278
745,5,N,1,0.182544798
745,2,G,0.232680888,3.350773766
745,0,G,0.955165692,2.484261501
745,3,N,1,0.365460852
745,1,G,0.302505967,2.185136897
137,4,G,0.509792976,14.62873652
137,2,G,0.476626792,7.538855133
137,1,G,0.425489317,16.09313643
137,0,G,0.740042073,10.62697253
137,3,G,0.329109968,6.025496161
137,5,G,0.542170228,9.722382691
796,5,G,3.556585422,8.821067861
796,0,G,3.631332567,23.04332213
796,2,G,2.457520448,12.97297687
796,4,G,3.872817861,12.32842969
796,1,G,3.02188339,14.99233389
796,3,G,2.565151657,6.382812226
282,3,N,1,0.287454324
282,0,G,0.923145933,2.698950767
282,4,G,0.54820308,1.916894478
282,1,G,0.46395612,2.666821453
282,2,G,0.475,0.677966102
282,5,G,0.254439252,2.198253724
90,3,G,0.20263789,4.349413299
90,0,G,0.711190132,3.813135593
90,5,N,1,0.613518198
90,4,N,1,0.387866266
90,2,N,1,0.607855763
90,1,G,0.486681066,1.81095176
607,5,G,1.437955288,1.261207033
607,3,G,0.874432678,1.977068794
607,4,G,1.191361698,2.20513942
607,2,G,0.911831198,2.044684129
607,0,G,3.697652837,3.075702847
607,1,G,1.683789954,2.969491525
865,2,N,1,0.408176101
865,5,N,1,0.337721809
865,1,G,0.255319149,0.796610169
865,4,G,0.484394904,1.364624076
865,0,G,0.298396121,2.272033898
865,3,N,1,0.77124183
459,0,G,0.918064137,1.458485304
459,4,G,0.722500737,1.642130751
459,1,G,0.743758967,1.640772128
459,2,N,2,0.723292469
459,3,G,0.300601202,1.691525424
459,5,G,0.295608108,2.006779661
931,1,G,0.301704036,3.258328463
931,0,G,1.459686296,1.195984861
931,2,G,0.372093023,0.728813559
931,5,N,1,0.591125954
931,3,N,1,0.451991828
931,4,G,0.772033481,1.229418886
92,1,G,0.43131695,1.453962437
92,5,N,2,0.839430894
92,3,N,1,0.856846473
92,4,G,0.445434298,1.522033898
92,2,G,0.340909091,0.745762712
92,0,G,0.613067655,1.741727199
968,2,N,1,0.575921909
968,0,G,0.547867847,6.867918766
968,3,N,1,0.347058824
968,5,G,0.156862745,0.86440678
968,4,G,0.251268535,6.812888068
968,1,N,1,0.390728477
385,2,N,1,0.26596544
385,4,G,0.497461929,0.953995157
385,1,G,0.649446019,1.852948198
385,0,G,1.100207241,2.927029438
385,3,G,0.335289187,2.022033898
385,5,G,0.287423745,2.063922518
256,3,N,2,0.839430894
256,2,N,3,0.85282523
256,5,N,3,0.883463542
256,4,G,0.51600674,1.149636804
256,1,G,0.628628344,1.267219618
256,0,G,1.607646421,0.811798371
990,0,G,2.290272996,1.428295425
990,1,G,1.064541213,1.178195144
990,4,G,0.944093371,2.172293038
990,2,G,0.349833611,2.810052601
990,3,N,22,0.979565773
990,5,N,8,0.946726573
522,5,G,0.802777778,1.076769691
522,1,G,0.871858261,1.788504053
522,4,G,1.459686296,1.195984861
522,2,G,0.670255183,1.036792063
522,3,N,1,0.711251435
522,0,G,2.276377616,1.087067564
302,4,G,1.303257497,0.923370733
302,3,N,1,0.442019544
302,1,G,0.966666667,1.016949153
302,2,N,2,0.6877602
302,5,N,5,0.914728682
302,0,G,1.468387311,1.881459915
704,5,G,1.164046755,1.106601249
704,2,G,1.284846849,1.820437239
704,3,G,0.356859635,1.424858757
704,0,G,2.646976082,4.258136868
704,1,G,2.992785984,1.495120699
704,4,G,3.110528053,1.672831668
397,2,G,0.778525162,2.721355932
397,3,N,2,0.789206642
397,1,G,0.994794707,2.436411047
397,5,G,0.352733686,1.922033898
397,4,G,1.042769857,1.560381356
397,0,G,3.566858412,1.786693112
829,0,G,2.01851797,12.00746711
829,3,G,0.425120773,1.754237288
829,1,G,1.719133447,2.385908391
829,4,G,3.192321056,5.574818402
829,5,G,2.476096013,3.244582708
829,2,G,1.814945856,1.718312454
504,2,G,0.600812348,2.426093812
504,0,G,2.388451005,3.392028934
504,3,G,0.390950418,3.728419393
504,1,G,1.012206622,2.327521034
504,5,G,0.671630948,2.170279858
504,4,G,1.9531151,1.180209372
206,1,G,0.400083264,1.313285949
206,2,N,3,0.861313869
206,5,N,3,0.934859155
206,4,G,0.448073022,1.777857916
206,3,G,0.134615385,0.881355932
206,0,G,0.819567529,1.406281157
995,1,G,0.156862745,0.86440678
995,5,N,1,0.154349248
995,2,N,1,0.556603774
995,0,N,2,0.711502783
995,3,N,1,0.856846473
995,4,N,1,0.158919501
147,4,G,1.159840522,1.169067797
147,0,G,2.379289275,3.875249252
147,3,G,0.189175363,3.85258179
147,1,G,1.248210526,1.045564605
147,5,N,3,0.883463542
147,2,G,0.955005232,1.313330279
807,1,G,1.877254325,0.911897969
807,4,G,1.607646421,0.811798371
807,0,G,2.658712623,1.211239964
807,2,G,0.487394958,2.016949153
807,3,N,5,0.953810624
807,5,G,0.23603352,0.933507171
361,5,N,1,0.382495948
361,0,G,0.729744136,2.578103527
361,3,N,1,0.276670574
361,4,G,0.422562478,1.965409893
361,1,N,1,0.330958156
361,2,N,1,0.30608229
401,5,N,2,0.822185061
401,1,G,0.447971204,1.399908383
401,3,N,1,0.364197531
401,4,G,0.471523959,1.76132826
401,0,G,0.611207577,2.440292758
401,2,G,0.457251425,1.408563782
489,4,G,1.31964454,2.543057696
489,0,G,1.472013273,6.471017552
489,1,G,2.67062786,1.301033485
489,2,G,1.325842697,1.508474576
489,5,G,1.045333333,1.361985472
489,3,G,0.472768533,0.896271186
871,0,G,3.391241665,0.969596366
871,5,G,0.59,1.694915254
871,4,G,1.434547524,0.838863691
871,3,N,1,0.640608035
871,2,G,0.443674977,1.184253691
871,1,G,0.612021858,1.550847458
201,5,G,1.931735196,1.368752716
201,0,G,4.716616105,4.53858851
201,4,G,2.635921285,4.610358603
201,2,G,2.311096105,1.870122964
201,3,G,1.21278663,1.104054924
201,1,G,3.34211427,2.834904945
400,4,G,2.160714286,0.949152542
400,0,G,1.774394859,4.670964611
400,2,G,0.57167019,1.541720991
400,1,G,1.054203759,2.347341537
400,3,N,1,0.611155378
400,5,N,4,0.885610766
269,4,G,5.008614261,2.717352302
269,5,G,4.475055121,1.723300428
269,0,G,6.25448553,3.503925964
269,1,G,3.618775543,2.82893703
269,2,G,2.770021448,2.263948694
269,3,G,1.839750849,1.575379126
97,0,G,0.820862069,1.424711373
97,2,N,1,0.529567054
97,5,N,1,0.856846473
97,3,N,1,0.812672176
97,4,G,0.491573034,1.206779661
97,1,G,0.74556213,0.95480226
803,2,G,1.365355522,1.179304193
803,0,G,2.133903935,4.590933083
803,4,G,2.044778394,2.146849028
803,1,G,1.464342651,1.921380437
803,3,G,0.450533175,1.467188179
803,5,G,0.437833364,2.671088185
864,0,G,2.587121736,3.105342201
864,2,G,1.036306589,1.112163509
864,3,N,1,0.53313253
864,4,G,2.384310311,1.116053115
864,1,G,1.993982396,1.26652258
864,5,G,0.473635523,1.145127119
134,2,G,1.125608569,1.023928215
134,1,G,1.639246675,2.243692884
134,5,G,0.837370242,1.335901387
134,4,G,1.622311736,2.27756181
134,0,G,1.697061382,4.184701266
134,3,G,0.479024557,1.875279821
861,4,G,0.485855566,4.535071708
861,0,G,0.450732772,15.53026634
861,1,G,0.329480888,9.722536095
861,3,N,1,0.141815168
861,2,G,0.448207015,4.046253762
861,5,G,0.542602276,2.623890234
708,4,G,2.528380355,4.511496713
708,2,G,0.786294491,10.43297381
708,1,G,0.930709552,20.57843108
708,3,G,0.327210268,19.78720383
708,0,G,1.089019947,36.23223542
708,5,G,1.407931753,4.490298541
144,2,N,2,0.84947644
144,5,N,1,0.660447761
144,0,G,0.212032282,5.435692921
144,4,N,1,0.571476286
144,3,N,1,0.71682243
144,1,N,1,0.666129032
970,5,N,1,0.215985357
970,4,N,1,0.575921909
970,0,N,1,0.380918221
970,3,N,1,0.575208914
970,1,N,1,0.660447761
970,2,N,1,0.382495948
413,4,G,0.964795433,1.370273794
413,1,G,0.592495063,1.716384181
413,5,G,0.381349206,1.377802078
413,3,N,1,0.477399554
413,2,G,0.554785021,1.222033898
413,0,G,1.679038736,1.625223708
260,3,N,1,0.301635992
260,5,N,1,0.397574124
260,4,N,1,0.732919255
260,0,G,0.494182067,1.303300624
260,1,N,3,0.905950096
260,2,N,1,0.613305613
59,0,G,5.300928588,9.541021039
59,1,G,3.709401444,4.468718589
59,5,G,3.830680987,2.309630495
59,4,G,4.081257554,6.412114692
59,3,G,2.393338003,1.756287589
59,2,G,3.058004077,2.782362077
948,1,G,0.332872291,1.934879572
948,0,G,0.972948692,2.978887898
948,3,G,0.18,0.847457627
948,5,N,1,0.774052478
948,4,N,1,0.666129032
948,2,N,1,0.209949763
435,5,N,2,0.813793103
435,4,G,0.545015823,2.581172146
435,1,G,0.29870268,3.007355293
435,3,N,1,0.178684742
435,2,N,1,0.397799858
435,0,G,0.62007149,2.924758435
355,3,G,1.249009901,1.180596143
355,4,G,1.489665863,2.116274831
355,5,G,1.070752089,0.981410607
355,0,G,1.913815365,3.409641206
355,2,G,2.656252475,1.652640534
355,1,G,1.896213184,1.394393742
422,1,G,0.317617866,0.853813559
422,2,N,2,0.897338403
422,0,N,1,0.522324865
422,4,G,0.262032086,0.905569007
422,3,N,1,0.811926606
422,5,N,6,0.970394737
224,1,G,0.415883226,1.670938404
224,5,G,0.211143695,0.963276836
224,4,G,0.519313305,1.43605547
224,3,N,1,0.812672176
224,0,G,0.331661442,2.350773766
224,2,N,2,0.885
263,0,G,1.627132988,32.28096543
263,5,G,1.172051228,17.72931125
263,2,G,2.010087863,6.990165811
263,3,G,1.388536282,5.529539417
263,1,G,1.784839037,11.984179
263,4,G,2.070606393,13.88277502
928,3,N,1,0.226441287
928,2,N,1,0.326702215
928,4,G,0.281849396,4.149349054
928,1,G,0.286541738,3.430742256
928,0,N,1,0.131876512
928,5,G,0.344319627,2.80582813
22,2,N,1,0.735827664
22,3,N,1,0.3221843
22,1,N,1,0.395973154
22,0,G,0.60460251,1.429710867
22,4,G,0.362350095,3.882376965
22,5,N,1,0.16538802
202,1,G,0.698204043,3.471376082
202,3,G,0.204081633,0.830508475
202,5,N,1,0.162558005
202,0,G,1.101401975,3.031575325
202,4,G,0.255023548,3.78828427
202,2,N,1,0.201253371
379,3,N,1,0.180629001
379,2,N,1,0.209350866
379,5,G,0.229166667,0.813559322
379,1,G,0.304272231,1.949636804
379,4,G,0.226327945,4.1937046
379,0,G,0.374716215,5.06598063
326,2,N,1,0.856846473
326,5,G,0.134615385,0.881355932
326,1,N,2,0.793010753
326,4,N,3,0.861313869
326,0,N,2,0.738339022
326,3,N,1,0.536363636
570,5,N,1,0.162310867
570,1,G,0.325255368,4.116713152
570,0,G,0.781667557,4.228248588
570,2,N,1,0.198595884
570,4,N,1,0.275037594
570,3,G,0.092592593,0.915254237
827,5,G,0.113207547,0.898305085
827,1,G,0.18,0.847457627
827,0,N,1,0.321818182
827,4,N,1,0.651298701
827,3,N,1,0.618881119
827,2,N,1,0.384052075
139,2,G,0.365191147,1.531587057
139,4,N,3,0.849939976
139,5,G,0.255319149,0.796610169
139,3,N,2,0.897338403
139,1,G,0.437599049,1.820411107
139,0,G,1.164046755,1.106601249
756,1,G,1.672837734,1.894679598
756,0,G,4.135054022,1.701041454
756,2,G,1.389761149,1.573249245
756,5,G,1.505324959,1.182243745
756,4,G,2.075368928,2.090704449
756,3,G,0.702726629,1.519504977
49,4,N,2,0.872781065
49,5,G,0.134615385,0.881355932
49,1,N,1,0.623513871
49,3,G,0.072727273,0.93220339
49,0,G,0.215216478,2.520127119
49,2,N,2,0.839430894
41,3,G,0.352653272,1.778286761
41,0,G,2.569144288,1.959367688
41,2,G,0.843506408,2.270586471
41,4,G,0.987303253,1.665210554
41,5,G,0.800259684,1.821442649
41,1,G,1.034482759,2.457627119
674,0,G,3.036816944,16.3864707
674,4,G,2.865100147,12.05625322
674,2,G,2.099416783,8.920960196
674,3,G,1.933971412,4.215440995
674,5,G,2.092232229,10.03712672
674,1,G,2.827287935,8.494695166
826,1,G,3.108410432,4.672942666
826,2,G,3.594720723,2.961027745
826,5,G,2.567372804,4.423172274
826,0,G,4.925908992,5.680789249
826,3,G,1.702249229,2.728194977
826,4,G,2.917356571,6.274544884
105,0,G,3.783154807,4.964021294
105,5,G,1.764614889,2.247573519
105,3,G,1.031998046,2.135071708
105,1,G,1.874064283,3.319170554
105,2,G,1.829731097,2.084218456
105,4,G,2.763406787,2.931777888
313,3,N,1,0.252316465
313,0,G,0.475,0.677966102
313,2,N,1,0.21671258
313,5,N,1,0.268625828
313,4,G,0.092592593,0.915254237
313,1,N,1,0.353293413
404,0,G,0.747220713,7.235853568
404,1,N,1,0.222097874
404,2,N,1,0.194398682
404,3,N,1,0.51754386
404,4,G,0.409141931,3.355513706
404,5,N,1,0.176319909
955,0,G,0.711091998,8.08019599
955,3,G,0.771180787,1.494516451
955,1,G,1.765070726,3.207246524
955,4,G,1.564916361,4.14816126
955,2,G,1.561050447,2.019500638
955,5,G,1.273813531,2.315215274
802,4,N,1,0.649
802,5,N,1,0.583003953
802,0,N,2,0.752698724
802,1,N,1,0.537340619
802,3,N,1,0.131512956
802,2,N,1,0.359756098
673,1,G,0.476063008,4.841974078
673,0,G,0.365044375,12.81478752
673,4,G,0.524627125,5.330662558
673,3,G,0.291970803,3.483050847
673,2,G,0.544114286,2.149349054
673,5,G,0.326406057,3.375228162
138,4,G,0.731953802,1.80617123
138,2,G,0.43131695,1.453962437
138,5,N,2,0.83037037
138,3,G,0.134615385,0.881355932
138,0,G,0.606477501,2.571112749
138,1,G,0.486964079,1.427035965
149,5,N,2,0.872781065
149,2,N,1,0.615257958
149,3,G,0.134615385,0.881355932
149,0,G,0.456646257,2.523928215
149,1,G,0.43902439,0.694915254
149,4,N,1,0.531303602
2,2,G,0.864445278,5.489951574
2,5,G,0.351159383,5.067958031
2,4,G,0.84323198,14.7736654
2,1,G,0.841849045,8.013031258
2,0,G,1.215085141,19.48667241
2,3,G,0.244988967,5.050383097
904,1,G,0.749908458,1.446504237
904,0,G,3.391241665,0.969596366
904,3,N,2,0.839430894
904,4,G,1.210612055,1.428049186
904,2,G,0.396345117,2.694108152
904,5,N,2,0.678429818
462,4,G,7.516562834,4.144519651
462,3,G,2.296331788,2.369290881
462,5,G,4.359167812,3.363260507
462,0,G,4.853537368,16.88790988
462,2,G,3.435495734,6.087987254
462,1,G,4.60038377,4.627469502
982,0,G,3.281530058,24.3065614
982,2,G,3.078304548,8.044269655
982,1,G,2.648039842,16.48805137
982,5,G,2.071892353,13.54693769
982,3,G,2.094750693,6.44063538
982,4,G,3.336286728,16.13485676
457,3,G,0.609771574,0.861673045
457,4,G,2.688342087,1.368116848
457,5,G,0.655555556,1.525423729
457,2,G,0.949449308,1.463828028
457,0,G,3.135639508,1.794568103
457,1,G,2.510261026,1.127575358
655,2,G,0.191454325,4.160836639
655,3,N,1,0.160348432
655,5,G,0.270939256,2.815065913
655,4,G,0.867408041,1.524119948
655,1,G,0.785064708,1.446496332
655,0,G,1.513202694,2.240169492
376,3,G,0.466850829,0.943937419
376,5,G,0.862674961,2.534489555
376,2,G,0.608539095,2.534550196
376,4,G,2.237813504,4.627701185
376,1,G,3.001337759,2.377470913
376,0,G,4.20146671,4.69973085
896,3,N,1,0.416144201
896,1,G,0.428088939,3.088222512
896,2,N,1,0.705344585
896,4,G,0.48820179,2.083050847
896,0,G,1.52755287,1.764204243
896,5,N,1,0.567853705
693,0,G,1.17692926,5.227622916
693,1,G,0.702432635,3.305703328
693,4,G,0.844304178,2.127918132
693,5,G,0.36429113,1.442318207
693,3,G,0.247036457,3.224666426
693,2,G,0.529824171,2.207320069
909,0,G,0.229700391,3.394252027
909,4,G,0.272788041,4.162914242
909,5,G,0.319830713,2.437730287
909,3,N,1,0.774052478
909,2,N,1,0.619422572
909,1,N,1,0.355727821
747,1,N,1,0.440896739
747,5,N,1,0.525080906
747,3,N,1,0.254310345
747,4,N,1,0.587289433
747,0,N,1,0.260917634
747,2,N,1,0.347058824
148,5,N,1,0.552810903
148,4,G,0.48241206,1.686440678
148,1,N,3,0.892651297
148,2,N,1,0.676217765
148,0,G,0.815932408,1.080182529
148,3,N,1,0.63898917
497,5,N,1,0.511995916
497,3,N,1,0.705344585
497,2,G,0.35794513,5.11393597
497,1,G,0.707344784,6.038337369
497,4,G,0.74172011,11.88259452
497,0,G,1.165438178,7.082518359
332,2,G,3.97756001,1.504201277
332,5,G,4.827662835,0.881220879
332,1,G,3.584895574,2.538900988
332,4,G,3.917669791,3.495678805
332,0,G,5.309211856,4.073508315
332,3,G,2.288351254,0.836958152
716,4,G,0.876433785,0.792889624
716,3,N,5,0.953810624
716,1,G,0.443674977,1.184253691
716,2,N,1,0.711251435
716,0,G,0.715348208,1.0899042
716,5,G,0.3828125,0.929782082
280,3,G,0.113207547,0.898305085
280,5,N,1,0.390469887
280,0,G,0.2474945,3.08173258
280,4,G,0.362449799,1.776984835
280,1,G,0.372093023,0.728813559
280,2,G,0.18,0.847457627
293,5,G,0.271266658,4.123780175
293,2,G,0.404175365,1.845146379
293,3,N,1,0.273762655
293,1,G,0.398779103,2.252638311
293,4,G,0.620355412,1.311440678
293,0,G,0.797275232,2.657355932
153,4,G,0.414202509,3.519117067
153,0,G,0.31779406,7.146724007
153,1,G,0.327882124,4.652354049
153,2,N,1,0.320455011
153,3,N,1,0.531189711
153,5,N,1,0.456017667
6,4,G,2.615755652,5.332742962
6,2,G,2.129168927,3.23194456
6,1,G,3.064101104,3.849941555
6,3,G,1.682620401,1.510960452
6,5,G,1.911242827,1.995329567
6,0,G,3.051969085,8.735677266
777,4,G,3.30865525,6.633859041
777,3,G,2.009489917,1.298921418
777,0,G,3.6482191,8.260357286
777,2,G,2.316564417,3.453389831
777,5,G,3.980224903,1.733144547
777,1,G,3.58565805,4.547306107
189,5,N,1,0.289621318
189,2,N,1,0.319294118
189,1,N,1,0.735827664
